case_id,source,preconditions,steps,expected,status,environment,evidence,actual_result,remaining_or_blocker
CONN-023,FEATURE_CASES.md:241,已连接,进入“网络与名称”；改名为 ASCII、中文边界、超 UTF-8 字节、空名,合法名更新面板、BLE 显示和保存项；超限提示实际字节；空名恢复默认；持久化失败明确说明重启会丢,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-024,FEATURE_CASES.md:242,已连接,切换 off/ap/sta/sta_or_ap；观察板端状态,选择发送且回显；Wi-Fi、IP、RSSI、AP 状态/名称/IP 各自准确；未知值不伪造,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-025,FEATURE_CASES.md:243,已连接且有家庭凭据,点忘记家庭 Wi-Fi,只清家庭凭据；热点配置与本机保存项按协议保持；失败可见,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-026,FEATURE_CASES.md:244,已连接,保存自定义板载 AP：有效 SSID+开放/带密码；空 SSID,空 SSID禁用；有效项发送；回显更新；密码字段不明文回显,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-027,FEATURE_CASES.md:245,连接 A 正在请求，随后立即连接 B,让 A 延迟成功、B 先成功,最终 transport、状态、设备名、面板库均属于 B；A 的迟到完成被隔离,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1714#testLateCompletionFromSupersededConnectCannotOverwriteNewConnection,部分自动化证据：底层旧connect晚完成不覆盖新transport/代次通过；ViewModel、设备名与面板库隔离未全部覆盖；testLateCompletionFromSupersededConnectCannotOverwriteNewConnection=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
SET-001,FEATURE_CASES.md:251,已连接/未连接,打开设置,状态文字准确；连接设置、面板、应用、调试、关于层级清晰；设置页没有 LED 预览,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:251（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
SET-002,FEATURE_CASES.md:252,未连接/已连接,点重启面板；取消/确认,未连接禁用；确认文案说明会断线；取消无动作；确认只发送一次,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
SET-003,FEATURE_CASES.md:253,任一含预览页面,切“显示面板照片”,所有共用大预览同步切换照片；无照片时显示未亮网格；布局不裁切,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:253（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
SET-004,FEATURE_CASES.md:254,控制和控制中心,切“触感反馈”,关闭时 LED 实际变化和用户控制动作不触发触感；开启后仅用户动作触发，固件回显不触发,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
SET-005,FEATURE_CASES.md:255,真机,切“控制时保持屏幕常亮”；后台前台,开启时前台不自动熄屏；关闭恢复系统行为；设置即时生效并持久,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
SET-006,FEATURE_CASES.md:256,系统浅色/深色,查看设置,App 跟随系统；没有重复的 App 外观开关,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:256（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
SET-007,FEATURE_CASES.md:257,可访问网络浏览器,打开关于；检查版本；分别点四个项目/致谢链接,版本/构建显示；链接目标正确并用系统方式打开；返回 App 状态保留,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:257（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
DBG-001,FEATURE_CASES.md:263,设置页,进入调试；切换概览/日志/测试/原始数据,四段都可达且顶部固定；切换不丢本次 Debug 会话状态,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:2032#testDebugWorkspacesAreReachable,部分自动化证据：冻结版四工作区可达自动化通过；顶部固定与切换会话状态保留未被完整断言；testDebugWorkspacesAreReachable=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
DBG-002,FEATURE_CASES.md:264,未连接,打开概览,显示未连接；刷新/PING 禁用；未知字段用“未知/未采样/输入不足”，不显示 0 冒充采样,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:264（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
DBG-003,FEATURE_CASES.md:265,已连接,自动刷新；手动下拉和“刷新全部”,分别读取 GET_STATUS/GET_POWER/get_info；进度可见；指标和时间更新；错误可清除,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-004,FEATURE_CASES.md:266,已连接且提供/缺少不同字段,展开硬件、网络、电源详情,optional bool 为是/否/未知；没有字段不推断；设备/固件/内存/网络值对应原始回复,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-005,FEATURE_CASES.md:267,状态含 lit/brightness/color；再移除一项,查看客户端估算功耗,输入齐时显示 W；>40 W 有图标+颜色警示；任一输入缺失显示“输入不足”,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:267（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
DBG-006,FEATURE_CASES.md:268,已采样,等 >30 s；断线,时间从“更新于”变“可能陈旧”，断线后标“断线前”；不悄悄清成当前值,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-007,FEATURE_CASES.md:269,已连接,PING 成功/失败,成功显示 RTT 并记录 uptime 日志；失败入错误日志；不改变板输出,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-008,FEATURE_CASES.md:270,执行若干 Debug 命令/帧并制造拒绝/通信失败,展开本次 Debug 会话,尝试、设备拒绝、通信失败、帧尝试/失败分类累计；仅统计本页,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-009,FEATURE_CASES.md:271,DATA-LOG,按来源、最低级别、搜索组合筛选,结果同时满足过滤条件，最新在前，最多 120；空结果明确,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:271（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
DBG-010,FEATURE_CASES.md:272,日志持续产生,开“暂停列表更新”，产生更多日志，再关闭,冻结的是显示快照，后台继续收集；解除后显示新日志,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:272（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
DBG-011,FEATURE_CASES.md:273,已连接/断线各一次,开始、取消订阅、停止、断线、重试固件日志,off/subscribing/on/failed 状态完整；EV_LOG 标为固件来源；断线结束消费任务且可重试,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-012,FEATURE_CASES.md:274,DATA-LOG,复制/分享脱敏日志；清空,password/passwd/pwd/psk/secret/token/authorization 值被替换；清空后列表和暂停快照都空,失败,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1703#testLogExportRedactsJSONPasswordAndKeepsDiagnosticContext; evidence/frozen-baseline.log:1701#testLogExportRedactsEntireBearerAuthorizationValue; evidence/frozen-baseline.log:1698#testLogExportDoesNotLeakPasswordSuffixAfterEscapedJSONQuote,部分自动化证据：普通JSON脱敏通过；Bearer token与转义引号密码后缀残留均失败；分享UI、所有字段及清空/容量未全执行；testLogExportRedactsJSONPasswordAndKeepsDiagnosticContext=通过；testLogExportRedactsEntireBearerAuthorizationValue=失败；testLogExportDoesNotLeakPasswordSuffixAfterEscapedJSONQuote=失败,已执行步骤违反明确预期；其余步骤未测试，仍须补验
DBG-013,FEATURE_CASES.md:275,未连接/已连接,在测试图案选择全黑/棋盘/边框/当前保存/全亮,选择只改本机预览；未连接发送禁用；非全亮发送直接执行；全亮先显示 370 LED/>40 W 确认,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-014,FEATURE_CASES.md:276,已连接,依次点 B1/B2/B3/B4/B5/B3B1/B3B2/B6 单次/B6 详情/暂停滚动,每个命令只发一次、日志与计数匹配、面板行为符合协议；新输出会话接管,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-015,FEATURE_CASES.md:277,DATA-FRAME,在封包帧实验室逐种校验、预览、发送、复制,三种有效格式解析为同一 370-bit 帧；无效显示原因；预览不发送；发送需连接；复制为 94 hex,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-016,FEATURE_CASES.md:278,任意连接,改 ADC 原始值/参考电压；执行电压最小/最大重置并取消/确认,ADC 仅本地计算；维护命令需连接和确认；取消无命令,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-017,FEATURE_CASES.md:279,已采样含未知键,搜索来源/字段/值；查看原始 JSON,未建模键仍展开显示；过滤准确；原始 JSON 可选择；无采样显示“未采样”,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1705#testRawDiagnosticsKeepUnknownNestedFieldsAndNullValues,部分自动化证据：未知嵌套字段/数组/null及JSON保留通过；STATUS/POWER真实刷新及搜索UI未覆盖；testRawDiagnosticsKeepUnknownNestedFieldsAndNullValues=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
DBG-018,FEATURE_CASES.md:280,原始快照含敏感字段,点复制脱敏快照,GET_STATUS/GET_POWER 均包含且敏感值隐藏,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:280（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
DBG-019,FEATURE_CASES.md:281,已连接,进入原始命令；输入数组/无效 JSON/对象；切确认开关并发送,只有 JSON 对象+确认+连接同时满足时启用；回复格式化；拒绝/失败分类记录,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/frozen-baseline.log:1712#testCommandRejectsFirmwareReplyWithOkFalse; evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,部分自动化证据：普通command封装拒绝ok:false通过；Debug原始命令UI/统计/超时路径不同未覆盖；testCommandRejectsFirmwareReplyWithOkFalse=通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-020,FEATURE_CASES.md:282,面板有用户与默认表情,危险操作“清空用户表情”；输入错误确认词、取消、输入 `CLEAR`,错词不执行；取消无变化；正确词只删非默认且不可撤销，日志记录保留数,阻塞,冻结产品；iPhone SE第3代 / iOS26.5模拟器 / zh-Hans；修订定位harness,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）; evidence/se.log:472,无完整运行证据；静态设计不计通过；Debug CLEAR确认弹窗取消成功且本地启动动画重播结束返回Debug通过；未发送维护命令，未测连续双重播/真实清除,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-021,FEATURE_CASES.md:283,已连接,重启设备，取消/确认,取消无动作；确认发送一次并记录；随后连接状态真实变化,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-022,FEATURE_CASES.md:284,任一标签有活动输出,Debug 发送图案/帧/原始改变输出命令,Debug 会话接管；旧功能迟到帧不能覆盖；离开 Debug 后不会把过期状态写回,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/frozen-baseline.log:1716#testSupersededQueuedFrameDoesNotSendAndLateReplyDoesNotChangeCurrentFrame; evidence/frozen-baseline.log:1710#testCancellingInflightFrameUnblocksNewSessionAndQuarantinesLateReply; evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,部分自动化证据：假transport过期队列/在途取消与迟到响应隔离通过；全部输出源/页面UI/物理LED步骤未全部覆盖；testSupersededQueuedFrameDoesNotSendAndLateReplyDoesNotChangeCurrentFrame=通过；testCancellingInflightFrameUnblocksNewSessionAndQuarantinesLateReply=通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
XFLOW-001,FEATURE_CASES.md:290,已连接,按控制→文字→口型→演出→Debug 的顺序快速启动输出，每次上一请求延迟返回,最后一个用户动作拥有输出；过期帧和迟到响应不改当前帧/状态,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/frozen-baseline.log:1716#testSupersededQueuedFrameDoesNotSendAndLateReplyDoesNotChangeCurrentFrame; evidence/frozen-baseline.log:1710#testCancellingInflightFrameUnblocksNewSessionAndQuarantinesLateReply; evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,部分自动化证据：假transport过期队列/在途取消与迟到响应隔离通过；全部输出源/页面UI/物理LED步骤未全部覆盖；testSupersededQueuedFrameDoesNotSendAndLateReplyDoesNotChangeCurrentFrame=通过；testCancellingInflightFrameUnblocksNewSessionAndQuarantinesLateReply=通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
XFLOW-002,FEATURE_CASES.md:291,任一发送/上传中,断线并立即连接同一面板,等待 continuation 被释放；UI 不永久转圈；新代次可发送,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例；模型子项在SE3/iOS26.5专用模拟器完成（冻结产品+新增harness）,evidence/frozen-baseline.log:1716#testSupersededQueuedFrameDoesNotSendAndLateReplyDoesNotChangeCurrentFrame; evidence/frozen-baseline.log:1710#testCancellingInflightFrameUnblocksNewSessionAndQuarantinesLateReply; evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）; evidence/models-retry.log:136#testDisconnectedSendKeepsDraftAndDoesNotLeaveRetryLocked,部分自动化证据：假transport过期队列/在途取消与迟到响应隔离通过；全部输出源/页面UI/物理LED步骤未全部覆盖；testSupersededQueuedFrameDoesNotSendAndLateReplyDoesNotChangeCurrentFrame=通过；testCancellingInflightFrameUnblocksNewSessionAndQuarantinesLateReply=通过；离线模型子项testDisconnectedSendKeepsDraftAndDoesNotLeaveRetryLocked通过；不证明触摸/触感/UI/真实循环与面板时序,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
XFLOW-003,FEATURE_CASES.md:292,连接 A 有面板库/播放状态,连接 B，其 ID 与 A 部分相同,A 的表情 ID、帧、状态、请求结果不应用到 B；重新读取 B,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/frozen-baseline.log:1714#testLateCompletionFromSupersededConnectCannotOverwriteNewConnection; evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,部分自动化证据：底层旧connect晚完成不覆盖新transport/代次通过；ViewModel、设备名与面板库隔离未全部覆盖；testLateCompletionFromSupersededConnectCannotOverwriteNewConnection=通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
XFLOW-004,FEATURE_CASES.md:293,控制/文字草稿已修改,模拟 Application Support 写失败；继续编辑和切页,明确显示持久化失败；内存草稿不被旧文件回滚；面板状态不受影响,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1730#testMissingDraftReturnsNilAndAtomicWriteCanBeReplaced,部分自动化证据：DraftStorage临时目录原子写替换通过；不证明实际控制/文字模型恢复、文件损坏与UI写失败；testMissingDraftReturnsNilAndAtomicWriteCanBeReplaced=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
XFLOW-005,FEATURE_CASES.md:294,本机表情库已有内容,模拟本机库保存失败，执行新增/重命名/删除/排序,只有持久化成功才发布新列表；失败保留旧内容与撤销状态,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1640#testFailedReorderPreservesPublishedAndPersistedOrder; evidence/frozen-baseline.log:1642#testFailedUndoRetainsRetryAndSuccessfulRetrySurvivesRestart; evidence/frozen-baseline.log:1737#testLocalReorderValidatesCompleteSetAndFailedPersistenceKeepsPublishedOrder,部分自动化证据：排序/撤销/重命名失败保护通过；新增/删除失败组合未全部执行；testFailedReorderPreservesPublishedAndPersistedOrder=通过；testFailedUndoRetainsRetryAndSuccessfulRetrySurvivesRestart=通过；testLocalReorderValidatesCompleteSetAndFailedPersistenceKeepsPublishedOrder=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
XFLOW-006,FEATURE_CASES.md:295,演出有效素材,模拟复制中断、存储文件损坏、重启恢复,半文件不激活；旧素材可用；恢复找不到文件时显示缺项而不崩溃,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1692#testInvalidScriptImportKeepsThePreviouslyCommittedCustomScript; evidence/frozen-baseline.log:1684#testInvalidAudioImportKeepsThePreviouslyCommittedCustomAudio; evidence/frozen-baseline.log:1666#testCustomScriptAndAudioRestoreIntoANewModelInstance,部分自动化证据：非法导入保原素材及重启恢复通过；复制中断/磁盘后续损坏/缺文件恢复未覆盖；testInvalidScriptImportKeepsThePreviouslyCommittedCustomScript=通过；testInvalidAudioImportKeepsThePreviouslyCommittedCustomAudio=通过；testCustomScriptAndAudioRestoreIntoANewModelInstance=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
XFLOW-007,FEATURE_CASES.md:296,任一网络/输出操作中,高频切页、重复点、后台/前台、断开/重连组合,无崩溃、死锁、永久禁用、重复录音、重复音频、错误 sheet 风暴,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
UI-001,FEATURE_CASES.md:306,ENV-PHONE-S + zh-Hans + 浅色 + 默认字号,遍历核心页面，滚动到末尾并操作主按钮,无裁切/重叠/不可达；标题、返回、sheet 关闭、主动作清楚；44 pt 目标,阻塞,ENV-PHONE-S / iOS17.x（未安装runtime）,evidence/runtimes.json,无完整运行证据；静态设计不计通过,当前无iOS17 runtime；新系统截图不替代最低系统验收；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
UI-002,FEATURE_CASES.md:307,ENV-PHONE-T + zh-Hans + 深色 + 默认字号,同上,文本、LED、材质、危险动作对比清楚；无硬编码浅色背景,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:307（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-003,FEATURE_CASES.md:308,ENV-PAD-N + en + 默认字号,在窄分屏打开控制/口型/演出并动态调宽,宽度 <760 单栏；切换阈值无状态丢失、重叠或跳回顶部,未测试,冻结产品；iPad Pro11 M5 / iOS26.5模拟器；默认及zh-Hant/en/ja AXXXL,FEATURE_CASES.md:308（仅用例定义，无运行证据）; evidence/ipad-summary.json; evidence/ipad-retry-summary.json; evidence/ipad-retry.log:309; evidence/ipad-retry.log:586; evidence/ipad-screen-retry-summary.json; evidence/screenshots/ipad-full-layout-3-tab-4.png,无完整运行证据；静态设计不计通过；首轮2项定位失败；修定位重试2项通过（标签点击/截图）。app.screenshot横屏裁剪，不能据截图判布局通过；窄窗口/分屏/所有字号与焦点仍未完整执行；最终iPad整屏复测2项通过，五标签横竖屏/繁中英日最大字号点击；旧app截图裁剪未判产品缺陷；完整分屏/键盘/全部页面仍未测,尚未逐步执行全部步骤/预期；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
UI-004,FEATURE_CASES.md:309,ENV-PAD-W + en + 默认字号,打开控制、口型、演出、表情详情,宽度 ≥760 且非辅助字号时预览左、工具右，两列独立滚动；预览宽 ≤440/44%,未测试,冻结产品；iPad Pro11 M5 / iOS26.5模拟器；默认及zh-Hant/en/ja AXXXL,FEATURE_CASES.md:309（仅用例定义，无运行证据）; evidence/ipad-summary.json; evidence/ipad-retry-summary.json; evidence/ipad-retry.log:309; evidence/ipad-retry.log:586; evidence/ipad-screen-retry-summary.json; evidence/screenshots/ipad-full-layout-3-tab-4.png,无完整运行证据；静态设计不计通过；首轮2项定位失败；修定位重试2项通过（标签点击/截图）。app.screenshot横屏裁剪，不能据截图判布局通过；窄窗口/分屏/所有字号与焦点仍未完整执行；最终iPad整屏复测2项通过，五标签横竖屏/繁中英日最大字号点击；旧app截图裁剪未判产品缺陷；完整分屏/键盘/全部页面仍未测,尚未逐步执行全部步骤/预期；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
